name,colors,types,price,tags
Cloudform,['U'],['Enchantment'],,"['evasion', 'gives-flying', 'type-change', 'gives-evasion', 'cycle']"
Cloudgoat Ranger,['W'],['Creature'],0.04,"['evasion', 'creature-type-erratum', 'unique-type-line', 'noncreature-tribal', 'tap-fuel-creature', 'typal-creature', 'typal', 'cycle']"
Cloudheath Drake,['U'],"['Artifact', 'Creature']",0.04,"['evasion', 'cycle']"
Cloudhoof Kirin,['U'],['Creature'],0.02,"['evasion', 'noncreature-tribal', 'cast-trigger-you', 'mana-value-matters', 'cast-trigger', 'mill', 'typal-creature', 'typal', 'cycle']"
Cloudkill,['B'],['Sorcery'],0.23,"['symmetrical', 'mana-value-matters', 'sweeper', 'dnd']"
Cloudkin Seer,['U'],['Creature'],0.01,"['evasion', 'draw', 'virtual-french-vanilla', 'cantrip', 'card-advantage', 'flavors-of-vanilla']"
Cloudpiercer,['R'],['Creature'],0.03,"['discard-outlet', 'card-advantage', 'red-effect', 'cycle']"
Cloudpost,['C'],['Land'],0.03,['ramp']
Cloudreach Cavalry,['W'],['Creature'],0.06,"['evasion', 'alliteration', 'alliteration', 'creature-type-erratum', 'noncreature-tribal', 'typal-creature', 'typal', 'card-names']"
Cloudreader Sphinx,['U'],['Creature'],0.03,"['evasion', 'virtual-french-vanilla', 'top-deck-manipulation', 'flavors-of-vanilla']"
Cloudseeder,['U'],['Creature'],0.04,"['evasion', 'unique-type-line', 'repeatable-token-generator', 'unique-token', 'discard-outlet', 'cycle']"
Cloudshift,['W'],['Instant'],,"['protects-creature', 'protects-permanent']"
Cloudshredder Sliver,"['R', 'W']",['Creature'],0.35,"['gives-haste', 'gives-flying', 'gives-evasion', 'typal-creature', 'typal', 'cycle']"
Cloudskate,['U'],['Creature'],0.04,"['evasion', 'french-vanilla', 'drawback', 'flavors-of-vanilla']"
Cloudspire Captain,['W'],['Creature'],0.03,"['alliteration', 'alliteration', 'typal-creature', 'typal', 'card-names']"
Cloudspire Coordinator,"['R', 'W']",['Creature'],0.01,"['alliteration', 'alliteration', 'noncreature-tribal', 'repeatable-token-generator', 'top-deck-manipulation', 'typal-creature', 'typal', 'draft-signpost', 'card-names']"
Cloudspire Skycycle,"['R', 'W']",['Artifact'],0.01,"['evasion', 'gives-pp-counters', 'virtual-french-vanilla', 'tap-fuel-creature', 'type-change', 'flavors-of-vanilla', 'draft-signpost']"
Cloudsteel Kirin,['W'],"['Artifact', 'Creature']",0.02,"['evasion', 'unique-type-line', 'gives-flying', 'gives-evasion']"
Cloudstone Curio,['C'],['Artifact'],0.58,"['alliteration', 'alliteration', 'card-names']"
Cloudthresher,['G'],['Creature'],,"['intervening-if-clause', 'virtual-french-vanilla', 'burn-player', 'sweeper', 'flavors-of-vanilla']"
Clout of the Dominus,"['R', 'U']",['Enchantment'],0.03,"['protects-creature', 'gives-haste', 'protects-permanent', 'cycle']"
Cloven Casting,"['R', 'U']",['Enchantment'],0.02,"['alliteration', 'alliteration', 'cast-trigger-you', 'cast-trigger', 'copy', 'card-names']"
Clutch of Currents,['U'],['Sorcery'],0.03,"['alliteration', 'alliteration', 'gives-pp-counters', 'type-change', 'removal-creature', 'removal', 'card-names']"
Clutch of the Undercity,"['B', 'U']",['Instant'],0.03,"['opponent-loses-life', 'removal-creature', 'removal-artifact', 'removal-planeswalker', 'removal-enchantment', 'removal', 'tutor-to', 'tutor', 'cycle']"
Clutch of Undeath,['B'],['Enchantment'],0.06,"['removal-creature', 'typal-creature', 'removal', 'typal']"
Coal Golem,['C'],"['Artifact', 'Creature']",0.06,"['creature-type-erratum', 'ramp', 'sacrifice-self', 'mana-producer']"
Coal Stoker,['R'],['Creature'],0.04,"['intervening-if-clause', 'virtual-vanilla', 'flavors-of-vanilla']"
Coalborn Entity,['R'],['Creature'],,"['burn-player', 'removal-creature-burn', 'removal-planeswalker-burn', 'removal-creature', 'removal-planeswalker', 'removal']"
Coalhauler Swine,['R'],['Creature'],0.03,"['creature-type-erratum', 'burn-player']"
Coalition Construct,['C'],"['Artifact', 'Creature']",,"['alliteration', 'alliteration', 'virtual-vanilla', 'type-change', 'typal-creature', 'typal', 'flavors-of-vanilla', 'card-names']"
Coalition Flag,['W'],['Enchantment'],0.06,"['noncreature-tribal', 'typal-creature', 'typal']"
Coalition Honor Guard,['W'],['Creature'],1.04,"['creature-type-erratum', 'noncreature-tribal', 'typal-creature', 'typal']"
Coalition Relic,['C'],['Artifact'],0.12,"['ramp', 'mana-producer']"
Coalition Skyknight,['W'],['Creature'],0.03,"['evasion', 'synergy-attacker-self', 'french-vanilla', 'tap-fuel-creature', 'power-matters', 'flavors-of-vanilla']"
Coalition Victory,"['B', 'G', 'R', 'U', 'W']",['Sorcery'],0.02,[]
Coalition Warbrute,['R'],['Creature'],0.03,"['synergy-attacker-self', 'french-vanilla', 'tap-fuel-creature', 'power-matters', 'flavors-of-vanilla']"
Coalstoke Gearhulk,"['B', 'R']","['Artifact', 'Creature']",0.54,"['evasion', 'virtual-french-vanilla', 'delayed-triggered-ability', 'mana-value-matters', 'gives-haste', 'reanimate-creature', 'gives-evasion', 'theft', 'reanimate', 'recursion-creature', 'recursion', 'flavors-of-vanilla', 'control-changing-effects']"
Coast Watcher,['U'],['Creature'],0.05,"['evasion', 'french-vanilla', 'hate-color', 'flavors-of-vanilla']"
Coastal Breach,['U'],['Sorcery'],,"['symmetrical', 'sweeper', 'cycle']"
Coastal Bulwark,['C'],"['Artifact', 'Creature']",0.03,"['drawback', 'top-deck-manipulation', 'mill-self', 'mill']"
Coastal Discovery,['U'],['Sorcery'],0.03,"['draw', 'gives-pp-counters', 'type-change', 'card-advantage', 'animate', 'animate']"
Coastal Drake,['U'],['Creature'],0.09,"['evasion', 'noncreature-tribal', 'removal-creature', 'typal-creature', 'removal', 'typal']"
Coastal Hornclaw,['U'],['Creature'],0.03,"['evasion', 'sacrifice-outlet']"
Coastal Piracy,['U'],['Enchantment'],,"['draw', 'repeatable-draw', 'saboteur', 'card-advantage']"
Coastal Wizard,['U'],['Creature'],,"['creature-type-erratum', 'removal-creature', 'removal']"
Coastline Chimera,['U'],['Creature'],0.04,"['evasion', 'alliteration', 'alliteration', 'cycle', 'card-names']"
Coastline Marauders,['R'],['Creature'],0.04,"['attack-trigger', 'attack-trigger', 'synergy-attacker-self', 'delayed-triggered-ability']"
Coat with Venom,['B'],['Instant'],0.03,['combat-trick']
Coati Scavenger,['G'],['Creature'],0.04,"['intervening-if-clause', 'virtual-vanilla', 'card-advantage', 'regrowth', 'recursion-creature', 'recursion', 'flavors-of-vanilla']"
Coax from the Blind Eternities,['U'],['Sorcery'],0.02,"['noncreature-tribal', 'typal-creature', 'typal']"
Cobalt Golem,['C'],"['Artifact', 'Creature']",0.03,"['evasion', 'cycle']"
Cobblebrute,['R'],['Creature'],0.04,[]
Cobbled Lancer,['U'],['Creature'],,"['draw', 'drawback', 'card-advantage']"
Cobbled Wings,['C'],['Artifact'],,"['evasion', 'gives-flying', 'gives-evasion']"
Cobra Trap,['G'],['Instant'],,[]
Cockatrice,['G'],['Creature'],0.02,"['evasion', 'single-english-word-name', 'removal-creature-destroy', 'removal-creature', 'removal', 'card-names']"
Cocoon,['G'],['Enchantment'],,"['single-english-word-name', 'gives-pp-counters', 'gives-flying', 'gives-evasion', 'card-names']"
Code of Constraint,['U'],['Instant'],0.02,"['alliteration', 'alliteration', 'draw', 'cantrip', 'tapper-creature', 'card-advantage', 'card-names']"
Codespell Cleric,['W'],['Creature'],0.03,"['alliteration', 'alliteration', 'gives-pp-counters', 'virtual-french-vanilla', 'flavors-of-vanilla', 'card-names']"
Codex Shredder,['C'],['Artifact'],0.04,"['sacrifice-self', 'mill-self', 'card-advantage', 'mill', 'regrowth', 'recursion']"
"Codie, Vociferous Codex",['C'],"['Artifact', 'Creature']",0.02,"['alliteration', 'alliteration', 'drawback', 'cast-trigger-you', 'ramp', 'delayed-triggered-ability', 'cast-trigger', 'card-advantage', 'mana-producer', 'card-names']"
"Codsworth, Handy Helper",['W'],"['Artifact', 'Creature']",2.97,"['alliteration', 'alliteration', 'ramp', 'mana-producer', 'dilemma', 'card-names']"
Coerced Confession,"['B', 'U']",['Sorcery'],0.03,"['alliteration', 'alliteration', 'draw', 'mill-self', 'card-advantage', 'mill', 'cycle', 'card-names']"
Coerced to Kill,"['B', 'U']",['Enchantment'],0.03,"['type-change', 'theft', 'control-changing-effects']"
Coercion,['B'],['Sorcery'],0.06,"['single-english-word-name', 'discard', 'card-names']"
Coercive Portal,['C'],['Artifact'],0.02,"['draw', 'repeatable-draw', 'card-advantage', 'sweeper']"
Coercive Recruiter,['R'],['Creature'],0.85,"['noncreature-tribal', 'gives-haste', 'type-change', 'typal-creature', 'theft', 'typal', 'control-changing-effects']"
Coffin Puppets,['B'],['Creature'],0.12,"['reanimate', 'sacrifice-outlet', 'recursion']"
Coffin Purge,['B'],['Instant'],0.18,[]
Coffin Queen,['B'],['Creature'],0.25,"['creature-type-erratum', 'delayed-triggered-ability', 'reanimate-creature', 'reanimate', 'recursion-creature', 'recursion']"
Cognivore,['U'],['Creature'],0.02,"['evasion', 'cycle']"
Cogwork Archivist,['C'],"['Artifact', 'Creature']",0.03,['recursion']
Cogwork Assembler,['C'],"['Artifact', 'Creature']",0.03,"['repeatable-token-generator', 'mana-sink', 'delayed-triggered-ability', 'synergy-artifact', 'copy']"
Cogwork Grinder,['C'],"['Artifact', 'Creature']",,['gains-pp-counters']
Cogwork Librarian,['C'],"['Artifact', 'Creature']",,[]
Cogwork Progenitor,['W'],"['Artifact', 'Creature']",,"['synergy-artifact', 'type-change', 'tutor', 'animate', 'animate']"
Cogwork Spy,['C'],"['Artifact', 'Creature']",,"['evasion', 'virtual-french-vanilla', 'flavors-of-vanilla']"
Cogwork Tracker,['C'],"['Artifact', 'Creature']",,"['creature-type-erratum', 'unique-type-line', 'drawback']"
Cogwork Wrestler,['U'],"['Artifact', 'Creature']",0.03,"['virtual-vanilla', 'flavors-of-vanilla']"
Cogworker's Puzzleknot,['C'],['Artifact'],0.03,"['sacrifice-self', 'cycle']"
Coiled Tinviper,['C'],"['Artifact', 'Creature']",0.04,"['creature-type-erratum', 'french-vanilla', 'flavors-of-vanilla']"
Coiling Oracle,"['G', 'U']",['Creature'],0.04,"['unique-type-line', 'virtual-vanilla', 'ramp', 'flavors-of-vanilla', 'draft-signpost', 'cycle']"
Coiling Rebirth,['B'],['Sorcery'],0.02,"['reanimate-creature', 'copy', 'reanimate', 'recursion-creature', 'recursion']"
Coiling Stalker,['G'],['Creature'],0.03,"['gives-pp-counters', 'synergy-attacker', 'saboteur', 'bounce']"
Coiling Woodworm,['G'],['Creature'],0.04,"['creature-type-erratum', 'unique-type-line']"
Coils of the Medusa,['B'],['Enchantment'],0.12,"['removal-creature-destroy', 'sacrifice-self', 'removal-creature', 'removal', 'cycle']"
Cold Case Cracker,['U'],['Creature'],0.03,"['evasion', 'alliteration', 'alliteration', 'draw', 'death-trigger-self', 'death-trigger', 'punny-name', 'card-advantage', 'leaves-battlefield-trigger', 'card-names']"
Cold Snap,['W'],['Enchantment'],,"['intervening-if-clause', 'drawback', 'burn-player', 'card-names']"
Cold Storage,['C'],['Artifact'],0.13,"['protects-creature', 'sacrifice-self', 'removal-creature', 'protects-permanent', 'removal']"
Cold-Eyed Selkie,"['G', 'U']",['Creature'],0.11,"['evasion', 'saboteur', 'power-matters']"
Cold-Water Snapper,['U'],['Creature'],0.03,"['french-vanilla', 'flavors-of-vanilla']"
Coldsteel Heart,['C'],['Artifact'],0.04,"['ramp', 'mana-producer']"
"Colfenor, the Last Yew","['B', 'G', 'W']",['Creature'],0.96,"['death-trigger', 'card-advantage', 'regrowth', 'leaves-battlefield-trigger', 'recursion-creature', 'recursion', 'cycle']"
Colfenor's Plans,['B'],['Enchantment'],0.02,"['namesake-spell', 'drawback', 'card-names']"
Colfenor's Urn,['C'],['Artifact'],0.02,"['intervening-if-clause', 'namesake-spell', 'death-trigger', 'protects-creature', 'reanimate-creature', 'leaves-battlefield-trigger', 'protects-permanent', 'reanimate', 'recursion-creature', 'recursion', 'card-names']"
Collapsing Borders,['R'],['Enchantment'],0.03,"['lifegain', 'burn-player', 'symmetrical']"
Collar the Culprit,['W'],['Instant'],0.04,"['alliteration', 'alliteration', 'removal-creature-destroy', 'removal-creature', 'removal', 'card-names']"
Collateral Damage,['R'],['Instant'],,"['sacrifice-outlet-creature', 'burn-any', 'burn-player', 'removal-creature-burn', 'removal-planeswalker-burn', 'removal-creature', 'removal-battle-burn', 'removal-planeswalker', 'sacrifice-outlet', 'removal']"
Collected Company,['G'],['Instant'],0.52,"['alliteration', 'alliteration', 'impulse', 'card-advantage', 'card-names']"
Collected Conjuring,"['R', 'U']",['Sorcery'],0.02,"['alliteration', 'alliteration', 'card-advantage', 'red-effect', 'cycle', 'card-names']"
Collective Blessing,"['G', 'W']",['Enchantment'],0.02,['power-boost-to-all']
Collective Brutality,['B'],['Sorcery'],,"['lifegain', 'opponent-loses-life', 'discard-outlet', 'modal', 'discard', 'removal-creature', 'removal', 'cycle']"
Collective Defiance,['R'],['Sorcery'],,"['burn-player', 'removal-creature-burn', 'discard-outlet', 'modal', 'discard', 'removal-planeswalker-burn', 'removal-creature', 'card-advantage', 'removal-planeswalker', 'removal', 'red-effect', 'cycle']"
Collective Effort,['W'],['Sorcery'],0.02,"['gives-pp-counters', 'removal-creature-destroy', 'power-boost-to-all', 'tap-fuel-creature', 'modal', 'removal-creature', 'removal-enchantment', 'removal', 'cycle']"
Collective Nightmare,['B'],['Instant'],0.03,"['tap-fuel-creature', 'combat-trick', 'removal-creature', 'removal']"
Collective Resistance,['G'],['Instant'],0.03,"['protects-creature', 'modal', 'protects-permanent', 'removal-artifact', 'removal-enchantment', 'removal']"
Collective Restraint,['U'],['Enchantment'],4.55,[]
Collective Unconscious,['G'],['Sorcery'],,"['draw', 'card-advantage']"
Collective Voyage,['G'],['Sorcery'],,"['ramp', 'symmetrical', 'tutor-to', 'tutor', 'cycle']"
Collector Ouphe,['G'],['Creature'],11.54,['symmetrical']
Collector's Cage,['W'],['Artifact'],0.58,"['alliteration', 'alliteration', 'gives-pp-counters', 'power-matters', 'card-names']"
Collector's Vault,['C'],['Artifact'],0.03,"['repeatable-token-generator', 'ramp', 'discard-outlet', 'card-advantage', 'blue-effect']"
Collision Course,['W'],['Sorcery'],0.03,"['alliteration', 'alliteration', 'removal-creature-burn', 'modal', 'removal-creature', 'removal-artifact', 'removal', 'card-names']"
Collision of Realms,['R'],['Sorcery'],0.34,"['card-advantage', 'sweeper']"
Colonel Autumn,"['B', 'W']",['Creature'],0.69,"['lifegain', 'gives-pp-counters', 'sacrifice-outlet-creature', 'power-boost-to-all', 'sacrifice-outlet']"
Colos Yearling,['R'],['Creature'],0.12,"['evasion', 'creature-type-erratum', 'mana-sink']"
Colossadactyl,['G'],['Creature'],0.03,"['french-vanilla', 'flavors-of-vanilla']"
Colossal Badger // Dig Deep,['G'],['Creature'],,"['alliteration', 'alliteration', 'lifegain', 'virtual-vanilla', 'gives-pp-counters', 'mill-self', 'mill', 'flavors-of-vanilla', 'card-names']"
Colossal Chorus,['G'],['Sorcery'],,"['alliteration', 'alliteration', 'card-names']"
Colossal Dreadmask,['G'],['Artifact'],0.03,"['boost-power', 'gives-trample']"
Colossal Dreadmaw,['G'],['Creature'],0.03,"['french-vanilla', 'flavors-of-vanilla']"
Colossal Growth,['G'],['Instant'],0.02,"['gives-haste', 'gives-trample', 'combat-trick', 'cycle']"
Colossal Heroics,['G'],['Instant'],0.04,['combat-trick']
Colossal Majesty,['G'],['Enchantment'],0.02,"['intervening-if-clause', 'draw', 'repeatable-draw', 'power-matters', 'card-advantage']"
Colossal Might,"['G', 'R']",['Instant'],0.04,"['gives-trample', 'combat-trick']"
Colossal Plow,['C'],['Artifact'],,"['attack-trigger', 'attack-trigger', 'lifegain', 'synergy-attacker-self', 'ramp', 'tap-fuel-creature', 'type-change', 'animate', 'animate']"
Colossal Rattlewurm,['G'],['Creature'],0.02,"['ramp', 'tutor-to', 'tutor']"
Colossal Skyturtle,"['G', 'U']","['Enchantment', 'Creature']",0.03,"['evasion', 'unique-type-line', 'virtual-french-vanilla', 'removal-creature', 'card-advantage', 'regrowth', 'removal', 'recursion', 'flavors-of-vanilla', 'draft-signpost', 'dilemma', 'cycle']"
Colossal Whale,['U'],['Creature'],0.02,"['evasion', 'attack-trigger', 'attack-trigger', 'synergy-attacker-self', 'removal-creature', 'removal']"
Colossapede,['G'],['Creature'],0.05,[]
Colossification,['G'],['Enchantment'],,"['tapper-creature', 'boost-power']"
Colossodon Yearling,['G'],['Creature'],0.04,[]
Colossus Hammer,['C'],['Artifact'],,['drawback']
Colossus of Akros,['C'],"['Artifact', 'Creature']",0.02,"['evasion', 'gains-pp-counters', 'drawback']"
Colossus of Sardia,['C'],"['Artifact', 'Creature']",0.02,['creature-type-erratum']
Coma Veil,['U'],['Enchantment'],0.03,"['removal-creature', 'removal-artifact', 'removal']"
Combat Calligrapher,['W'],['Creature'],,"['evasion', 'alliteration', 'alliteration', 'attack-trigger', 'attack-trigger', 'repeatable-token-generator', 'synergy-attacker', 'card-names']"
Combat Celebrant,['R'],['Creature'],0.02,"['alliteration', 'alliteration', 'synergy-attacker-self', 'card-names']"
Combat Courier,['C'],"['Artifact', 'Creature']",0.03,"['alliteration', 'alliteration', 'draw', 'delayed-triggered-ability', 'sacrifice-self', 'card-advantage', 'reanimate', 'recursion', 'card-names']"
Combat Medic,['W'],['Creature'],0.06,"['creature-type-erratum', 'damage-prevention']"
Combat Professor,['W'],['Creature'],0.03,['evasion']
Combat Research,['U'],['Enchantment'],0.03,"['draw', 'repeatable-draw', 'saboteur', 'card-advantage']"
Combat Thresher,['C'],"['Artifact', 'Creature']",0.04,"['draw', 'virtual-french-vanilla', 'cantrip', 'card-advantage', 'flavors-of-vanilla']"
Combine Chrysalis,"['G', 'U']",['Artifact'],0.05,"['alliteration', 'alliteration', 'repeatable-token-generator', 'gives-flying', 'gives-evasion', 'draft-signpost', 'cycle', 'card-names']"
Combine Guildmage,"['G', 'U']",['Creature'],0.03,"['gives-pp-counters', 'pp-counters-matter', 'counters-matter', 'cycle']"
Combo Attack,['G'],['Sorcery'],0.09,"['removal-creature-burn', 'power-matters', 'removal-creature', 'removal', 'card-names']"
Combust,['R'],['Instant'],0.03,"['single-english-word-name', 'removal-creature-burn', 'removal-creature', 'removal', 'hate-color', 'cycle', 'card-names']"
Combustible Gearhulk,['R'],"['Artifact', 'Creature']",0.22,"['draw', 'virtual-french-vanilla', 'burn-player', 'mana-value-matters', 'mill-self', 'card-advantage', 'mill', 'flavors-of-vanilla', 'dilemma', 'cycle']"
Come Back Wrong,['B'],['Sorcery'],0.03,"['delayed-triggered-ability', 'removal-creature-destroy', 'removal-creature', 'theft', 'removal', 'control-changing-effects']"
Comet Storm,['R'],['Instant'],0.11,"['mana-sink', 'burn-any', 'burn-player', 'removal-creature-burn', 'removal-planeswalker-burn', 'removal-creature', 'removal-battle-burn', 'removal-planeswalker', 'removal']"
